1	а	а	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#840.8#841.184
2	какой	какой	DET	_	Case=Ins|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#841.184#841.568
3	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvp1934m-words#@vvp1934m#841.568#841.952
4	видите	видеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#841.952#842.336
5	основную	основной	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#842.336#842.72
6	проблему	проблема	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#842.72#843.104
7	нашего	наш	DET	_	Case=Gen|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#843.104#843.488
8	кино	кино	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#843.488#843.872
9	сегодня	сегодня	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#843.872#844.162
10	?	?	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#844.162#844.262
11	а	а	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#844.686#844.911
12	может	мочь	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#844.911#845.136
13	не	не	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#845.136#845.361
14	видите	видеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#845.361#845.586
15	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvp1934m-words#@vvp1934m#845.586#845.811
16	не	не	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#845.811#846.036
17	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#846.036#846.266
18	серьезное	серьезный	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#871.627#872.254
19	дело	дело	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#872.254#872.882
20	а	а	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#872.882#873.119
21	как	как	SCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#873.119#873.356
22	по	по	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#873.356#873.593
23	Вашему	ваш	DET	_	Case=Dat|Gender=Neut|Number=Plur	_	_	_	@vvp1934m-words#@vvp1934m#873.593#873.832
24	государство	государство	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#873.832#874.449
25	должно	должен	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@vvp1934m-words#@vvp1934m#874.449#875.066
26	финансировать	финансировать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#875.066#875.683
27	кино	кино	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#875.683#876.202
28	?	?	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#876.202#876.302
29	и	и	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#876.312#876.61
30	сразу	сразу	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#876.61#876.908
31	вслед	вслед	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#876.908#877.504
32	за	за	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#877.504#877.802
33	этим	этот	PRON	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#877.802#878.1
34	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#878.1#878.402
35	так	так	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#878.41#878.745
36	сказать	сказать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#878.745#879.08
37	как	как	SCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#879.18#879.43
38	у	у	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#879.43#879.68
39	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	_	_	@vvp1934m-words#@vvp1934m#879.68#879.93
40	говорят	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#879.93#880.18
41	чуть	чуть	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#880.18#880.72
42	грубовато	грубовато	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#880.72#881.26
43	конечно	конечно	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#881.26#881.8
44	aaa	aaa	INTJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#881.8#883.2
45	кто	кто	PRON	_	Case=Nom	_	_	_	@vvp1934m-words#@vvp1934m#884.7#885.017
46	ужинает	ужинать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#885.017#885.334
47	девушку	девушка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#885.334#885.651
48	тот	тот	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#885.651#885.968
49	ее	она	PRON	_	Case=Gen|Gender=Fem|Number=Sing|Person=3	_	_	_	@vvp1934m-words#@vvp1934m#885.968#886.285
50	и	и	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#886.285#886.602
51	танцует	танцевать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#886.602#886.925
52	так	так	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#886.925#887.212
53	вот	вот	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#887.212#887.499
54	как	как	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#887.499#887.786
55	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvp1934m-words#@vvp1934m#887.786#888.073
56	к	к	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#888.073#888.36
57	этому	это	PRON	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#888.36#888.647
58	относитесь	относиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@vvp1934m-words#@vvp1934m#888.647#888.935
59	к	к	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#888.935#889.285
60	первому	первый	ADJ	_	Case=Dat|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#889.285#889.635
61	и	и	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#889.635#889.985
62	ко	к	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#889.985#890.335
63	второму	второй	ADJ	_	Case=Dat|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#890.335#890.585
64	?	?	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#890.585#890.685
65	а	а	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#922.21#922.707
66	как	как	SCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#922.707#923.204
67	следует	следовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#923.204#923.701
68	понимать	понимать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#923.701#924.198
69	Ваши	ваш	DET	_	Case=Acc|Number=Plur	_	_	_	@vvp1934m-words#@vvp1934m#924.198#924.695
70	слова	слово	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur	_	_	_	@vvp1934m-words#@vvp1934m#924.695#925.192
71	насчет	насчет	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#925.192#925.689
72	патриотического	патриотический	ADJ	_	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#925.689#926.186
73	кино	кино	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#926.186#926.59
74	?	?	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#926.59#926.69
75	ну	ну	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#926.715#927.135
76	например	например	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#927.135#927.555
77	Левиафан	Левиафан	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#927.555#927.975
78	патриотическое	патриотический	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#927.975#928.395
79	с	с	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#929.68#930.18
80	Вашей	ваш	DET	_	Case=Gen|Gender=Fem|Number=Plur	_	_	_	@vvp1934m-words#@vvp1934m#930.18#930.68
81	точки	точка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#930.68#931.18
82	зрения	зрение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#931.18#931.68
83	ну	ну	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#938.685#938.972
84	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#938.972#939.259
85	Вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvp1934m-words#@vvp1934m#939.259#939.546
86	уходите	уходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#939.546#939.833
87	та…	так	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#939.833#940.12
88	та…	так	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#940.12#940.407
89	та…	так	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#940.407#940.695
90	так	так	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#950.985#951.29
91	вот	вот	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#951.29#951.595
92	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvp1934m-words#@vvp1934m#979.98#980.533
93	все-таки	все-таки	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#980.533#981.086
94	хочу	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#981.086#981.639
95	аа	аa	INTJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#981.639#982.192
96	этот	этот	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#982.192#982.745
97	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#982.745#983.298
98	довести	довести	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#983.298#983.851
99	до	до	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#983.851#984.41
100	логического	логический	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#984.6#985.346
101	конца	конец	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#985.346#986.092
102	для	для	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#986.092#986.838
103	Вас	вы	PRON	_	Case=Gen|Number=Plur|Person=2	_	_	_	@vvp1934m-words#@vvp1934m#986.838#987.584
104	патриотическое	патриотический	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#987.584#988.33
105	кино	кино	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#988.33#989.076
106	это	это	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#989.076#989.822
107	такое	такой	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#989.822#990.568
108	кино	кино	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#990.568#991.314
109	которое	который	PRON	_	Case=Acc	_	_	_	@vvp1934m-words#@vvp1934m#991.314#992.06
110	не	не	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#992.06#992.806
111	аа	аа	INTJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#992.806#993.552
112	критикует	критиковать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#993.552#994.3
113	хорошо	хорошо	INTJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1002.9#1004.0
114	ладно	ладно	INTJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1005.015#1005.413
115	поговорим	поговорить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1005.413#1005.811
116	о	о	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1005.811#1006.209
117	соби…	Собибор	PROPN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1006.209#1006.607
118	о	о	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1006.607#1007.005
119	Собиборе	Собибор	PROPN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1007.005#1007.405
120	ааа	аа	INTJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1007.815#1008.315
121	предварительный	предварительный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1008.315#1008.81
122	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1008.81#1009.305
123	где-то	где-то	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#1009.515#1009.837
124	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvp1934m-words#@vvp1934m#1009.837#1010.159
125	вычитал	вычитать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1010.159#1010.481
126	правда	правда	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1010.481#1010.803
127	или	или	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1010.803#1011.125
128	нет	нет	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1011.125#1011.447
129	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvp1934m-words#@vvp1934m#1011.447#1011.769
130	не	не	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1011.769#1012.091
131	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1012.091#1012.415
132	что	что	SCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1012.8#1013.182
133	сама	сам	DET	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1013.182#1013.564
134	идея	идея	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1013.564#1013.946
135	этого	этот	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1013.946#1014.328
136	фильма	фильм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1014.328#1014.71
137	принадлежит	принадлежать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1014.71#1015.092
138	министру	министр	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1015.092#1015.474
139	культуры	культура	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1015.474#1015.856
140	господину	господин	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1015.856#1016.238
141	Мединскому	Мединский	PROPN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1016.238#1016.62
142	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1016.62#1017.002
143	так	так	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1017.002#1017.29
144	?	?	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1017.29#1017.39
145	а	а	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1027.88#1028.363
146	режиссер	режиссер	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1028.363#1028.846
147	разве	разве	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1028.846#1029.329
148	не	не	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1029.329#1029.812
149	автор	автор	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1029.812#1030.295
150	идеи	идеи	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1030.295#1030.68
151	?	?	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1030.68#1030.78
152	давайте	давать	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1032.885#1033.505
153	так	так	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1044.12#1044.71
154	разные	разный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@vvp1934m-words#@vvp1934m#1098.01#1098.63
155	разные	разный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@vvp1934m-words#@vvp1934m#1098.63#1099.25
156	конечно	конечно	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1099.25#1099.87
157	да	да	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1099.87#1100.49
158	аа	ао	INTJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1101.69#1102.125
159	мм	мм	INTJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1102.125#1102.56
160	ээ	ээ	INTJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1102.56#1102.995
161	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvp1934m-words#@vvp1934m#1102.995#1103.5
162	тоже	тоже	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1103.5#1104.005
163	вычитал	вычитать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1104.005#1104.51
164	что	что	SCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1104.51#1105.015
165	аа	ао	INTJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1105.02#1105.317
166	отрывки	отрывок	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@vvp1934m-words#@vvp1934m#1105.317#1105.614
167	из	из	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1105.614#1105.911
168	этого	этот	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1105.911#1106.208
169	фильма	фильм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1106.208#1106.505
170	видел	видеть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1106.505#1106.802
171	Путин	Путин	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1106.802#1107.099
172	да	да	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1107.099#1107.35
173	?	?	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1107.35#1107.4
174	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1108.28#1108.688
175	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@vvp1934m-words#@vvp1934m#1108.688#1109.096
176	что-нибудь	что-нибудь	PRON	_	Case=Acc	_	_	_	@vvp1934m-words#@vvp1934m#1109.096#1109.504
177	сказал	сказать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1109.504#1109.912
178	по	по	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1109.912#1110.32
179	этому	этот	DET	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1110.32#1110.728
180	поводу	поводу	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1110.728#1111.036
181	?	?	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1111.036#1111.136
182	посмотрел	посмотреть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1111.136#1111.544
183	и	и	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1111.544#1111.952
184	посмотрел	посмотреть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1111.952#1112.36
185	и	и	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1112.36#1112.89
186	все	все	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1112.89#1113.42
187	не	не	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1113.42#1113.95
188	высказался	высказаться	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@vvp1934m-words#@vvp1934m#1113.95#1114.48
189	хорошо	хорошо	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#1114.48#1115.01
190	ааа	аа	INTJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1115.08#1116.18
191	почему	почему	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1116.605#1117.01
192	Вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvp1934m-words#@vvp1934m#1117.01#1117.415
193	решили	решить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#1117.415#1117.82
194	вот	вот	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#1117.82#1118.362
195	свой	свой	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1118.362#1118.904
196	дебют	дебют	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#1118.904#1119.446
